OrderType,OrderCategory,CustomerCode,CountryName,CustomerOrderNo,Custorderdate,UnitName,QtyRequired,TotalArea,Amount,ITEM_NAME,QualityName,DesignName,ColorName,ShapeName,AreaFt
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,6.0,12.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,9.0,18.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC,9.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,54.0,108.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC,54.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,5,54.0,270.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC,54.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,5,71.25,356.25,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC,71.25
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,4,71.25,285.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC,71.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,6,128.25,769.5,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,REC,128.25
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,16,128.25,2052.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,REC,128.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,36.0,72.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,ROUND,36.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,4,36.0,144.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,ROUND,36.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,24.0,48.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC,24.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,8,6.0,48.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,40.0,80.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC,40.0
Area Wise,Order,H-1,USA,2149526,2017-07-12,Ft,2,40.0,80.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC,40.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,5,27.0,135.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC,27.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,71.25,142.5,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/IVORY,REC,71.25
Pc Wise,Order,H-1,USA,SOQ 2225877 ,2017-09-04,Ft,5,71.25,979.65,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/IVORY,REC,71.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,36.0,72.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/IVORY,ROUND,36.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,64.0,128.0,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/IVORY,ROUND,64.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,6.0,12.0,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BLUE/BEIGE,REC,6.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,7,6.0,42.0,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BLUE/BEIGE,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,6.0,12.0,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BEIGE/SAGE,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,19.25,38.5,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BEIGE/SAGE,REC,19.25
Area Wise,Order,H-1,USA,2149526,2017-07-12,Ft,14,19.25,269.5,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BEIGE/SAGE,REC,19.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,7,88.0,616.0,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BEIGE/SAGE,REC,88.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,4,6.0,24.0,HAND TUFTED,TUFTED 60C,TIDES [8597],BLUE,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,35,11.25,393.75,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC,11.25
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,9,11.25,101.25,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC,11.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,88.0,176.0,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC,88.0
Area Wise,Order,H-1,USA,2059372,2017-05-12,Ft,1,88.0,88.0,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC,88.0
Area Wise,Order,H-1,USA,2091447,2017-05-25,Ft,2,88.0,176.0,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC,88.0
Area Wise,Order,H-1,USA,2149526,2017-07-12,Ft,9,88.0,792.0,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC,88.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,3,38.5,115.5,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC,38.5
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,4,38.5,154.0,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC,38.5
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,4,54.0,216.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],BEIGE,REC,54.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,1,54.0,54.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],BEIGE,REC,54.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,6,117.0,702.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],BEIGE,REC,117.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,7,6.0,42.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC,6.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,3,6.0,18.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,7,40.0,280.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC,40.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,4,88.0,352.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC,88.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,5,117.0,585.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC,117.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,3,16.875,50.625,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC,16.875
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,33.0625,66.125,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,ROUND,33.0625
Area Wise,Order,H-1,USA,2059372,2017-05-12,Ft,2,33.0625,66.125,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,ROUND,33.0625
Area Wise,Order,H-1,USA,2091447,2017-05-25,Ft,16,33.0625,529.0,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,ROUND,33.0625
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,3,6.0,18.0,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BLUE,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,6,71.25,427.5,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BROWN,REC,71.25
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,21,71.25,1496.25,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BROWN,REC,71.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,22.5,45.0,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BROWN,REC,22.5
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,54.0,108.0,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],RUST,REC,54.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,64.0,128.0,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],RUST,ROUND,64.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,3,29.25,87.75,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],RUST,REC,29.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,12,6.0,72.0,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,19.25,38.5,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC,19.25
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,9,19.25,173.25,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC,19.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,88.0,176.0,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC,88.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,88.0,176.0,HAND TUFTED,TUFTED 30C MS+VISC 2/16 5PLY,CASTILO [8974],CHARCOAL,REC,88.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,2,88.0,176.0,HAND TUFTED,TUFTED 30C MS+VISC 2/16 5PLY,CASTILO [8974],CHARCOAL,REC,88.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,4,19.25,77.0,HAND TUFTED,TUFTED 60C+10C,O.T. [9499],INDIGO,REC,19.25
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,60.0625,120.125,HAND TUFTED,TUFTED 60C+10C,O.T. [9499],INDIGO,ROUND,60.0625
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,20.0,40.0,HAND TUFTED,TUFTED 60C+10C,O.T. [9499],MUSHROOM,REC,20.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,5,6.0,30.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,6.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,42.0,84.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,42.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,2,42.0,84.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,42.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,88.0,176.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,88.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,3,88.0,264.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,88.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,88.0,176.0,HANDWOVEN,SHAGGY 0C FELTED,DENIM,DENIM,REC,88.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,88.0,176.0,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,LAVA,REC,88.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,4,88.0,352.0,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,LAVA,REC,88.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,2,49.0,98.0,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,LAVA,ROUND,49.0
Area Wise,Order,H-1,USA,1918436,2017-02-01,Ft,2,49.0,98.0,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,LAVA,ROUND,49.0
Area Wise,Order,H-1,USA,1873354,2017-01-16,Ft,6,40.0,240.0,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC,40.0
Area Wise,Order,C-1,USA,44974,2017-02-27,Ft,3,40.0,120.0,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC,40.0
Area Wise,Order,C-1,USA,46101,2017-10-31,Ft,6,40.0,993.6,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC,40.0
Area Wise,Order,C-1,USA,46748,2018-10-08,Ft,4,40.0,662.4,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC,40.0
Area Wise,Order,C-1,USA,46748 Remake,2019-01-18,Ft,4,40.0,0.0,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC,40.0
Pc Wise,Order,C-1,USA,47185,2019-06-22,Ft,3,40.0,496.8,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC,40.0
Area Wise,Sample,CC,INDIA,SAMPLE_25-DEC2,2018-12-25,Ft,1,80.0,0.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,PETAL,REC,80.0
Area Wise,Order,M-1,USA,12098,2017-04-10,Ft,3,80.0,240.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,80.0
Area Wise,Order,M-1,USA,12761,2018-02-27,Ft,11,80.0,1760.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,80.0
Area Wise,Sample,M-1,USA,"REMAK-12824,26,93 Etc.",2018-12-04,Ft,1,80.0,0.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,80.0
Area Wise,Order,M-1,USA,12944,2018-07-17,Ft,14,80.0,2240.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,80.0
Area Wise,Order,M-1,USA,12544,2017-10-12,Ft,3,80.0,480.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,GREY/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12584,2017-11-03,Ft,7,80.0,1120.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,GREY/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12612,2017-11-29,Ft,6,80.0,960.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,GREY/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12824,2018-04-11,Ft,9,80.0,1440.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,GREY/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12544,2017-10-12,Ft,7,80.0,1120.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,PETAL/WHITE,REC,80.0
Area Wise,Order,M-1,USA,12695,2018-01-12,Ft,3,80.0,480.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,PETAL/WHITE,REC,80.0
Area Wise,Order,M-1,USA,12848,2018-04-19,Ft,12,80.0,1920.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,PETAL/WHITE,REC,80.0
Area Wise,Order,M-1,USA,12098,2017-04-10,Ft,1,80.0,80.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,WHITE/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12544,2017-10-12,Ft,3,80.0,480.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,WHITE/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12761,2018-02-27,Ft,7,80.0,1120.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,WHITE/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12893,2018-05-18,Ft,9,80.0,1440.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,WHITE/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12893-REMAK,2018-09-22,Ft,1,80.0,0.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,WHITE/IVORY,REC,80.0
Area Wise,Order,M-1,USA,12695,2018-01-12,Ft,11,80.0,1804.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,PETAL,REC,80.0
Area Wise,Order,M-1,USA,12824,2018-04-11,Ft,20,80.0,3280.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,PETAL,REC,80.0
Area Wise,Sample,M-1,USA,"REMAK-12824,26,93 Etc.",2018-12-04,Ft,2,80.0,0.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,PETAL,REC,80.0
Area Wise,Sample,M-1,USA,SAMPLE_01-FEB,2019-02-01,Ft,1,80.0,0.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,PETAL,REC,80.0
Area Wise,Order,M-1,USA,12287,2017-03-10,Ft,6,80.0,480.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,W.WHITE,REC,80.0
Area Wise,Order,M-1,USA,12824,2018-04-11,Ft,12,80.0,1920.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,DOVE,REC,80.0
Area Wise,Order,M-1,USA,12287,2017-03-10,Ft,2,80.0,160.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,PETAL,REC,80.0
Area Wise,Order,M-1,USA,12339,2017-04-19,Ft,20,80.0,1600.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,PETAL,REC,80.0
Area Wise,Order,M-1,USA,12584,2017-11-03,Ft,7,80.0,1120.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,PETAL,REC,80.0
Area Wise,Sample,M-1,USA,SAMPLE_26-DEC8,2018-12-26,Ft,1,80.0,0.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,PETAL,REC,80.0
Area Wise,Order,M-1,USA,12287,2017-03-10,Ft,12,80.0,960.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,SEVILLA FLORAL,PETAL,REC,80.0
Area Wise,Order,M-1,USA,12612,2017-11-29,Ft,4,80.0,640.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,SEVILLA FLORAL,PETAL,REC,80.0
Area Wise,Order,M-1,USA,12317,2017-03-23,Ft,1,24.75,24.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,24.75
Area Wise,Order,M-1,USA,12212,2017-02-16,Ft,1,35.0,35.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,35.0
Area Wise,Order,M-1,USA,12288,2017-03-10,Ft,1,35.0,35.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,35.0
Area Wise,Order,M-1,USA,12317,2017-03-23,Ft,3,35.0,105.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,35.0
Area Wise,Order,M-1,USA,12440,2017-07-20,Ft,2,80.0,160.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,80.0
Area Wise,Order,M-1,USA,12317,2017-03-23,Ft,4,108.0,432.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,108.0
Area Wise,Order,M-1,USA,12440,2017-07-20,Ft,2,108.0,216.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,108.0
Area Wise,Order,M-1,USA,12288,2017-03-10,Ft,1,180.0,180.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,180.0
Area Wise,Order,M-1,USA,12356,2017-04-13,Ft,1,180.0,180.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC,180.0
Area Wise,Order,M-1,USA,BYS-050718,2018-07-05,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,CREAM,REC,80.0
Area Wise,Order,M-1,USA,12985,2018-08-06,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,CREAM,REC,80.0
Area Wise,Sample,CC,INDIA,SAMPLE_30-OCT,2018-10-30,Ft,1,80.0,0.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,CREAM,REC,80.0
Area Wise,Order,M-1,USA,13167,2018-12-05,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,CREAM,REC,80.0
Area Wise,Order,M-1,USA,13709,2019-12-10,Ft,3,80.0,936.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,CREAM,REC,80.0
Area Wise,Order,M-1,USA,12212,2017-02-16,Ft,3,80.0,240.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,IVORY,REC,80.0
Area Wise,Order,M-1,USA,12440,2017-07-20,Ft,3,80.0,240.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,IVORY,REC,80.0
Area Wise,Order,M-1,USA,12377,2017-05-16,Ft,6,80.0,480.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12566,2017-10-28,Ft,2,80.0,624.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12634,2017-12-08,Ft,6,80.0,1872.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12696,2018-01-12,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12965,2018-07-13,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12985,2018-08-06,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Sample,CC,INDIA,SAMPLE_24-SEP3,2018-09-24,Ft,1,80.0,0.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,13167,2018-12-05,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12794,2018-03-15,Ft,4,80.0,1248.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12825,2018-04-12,Ft,3,80.0,936.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12872,2018-05-14,Ft,6,80.0,1872.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,BYS-050718,2018-07-05,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80.0
Area Wise,Order,M-1,USA,12288,2017-03-10,Ft,7,80.0,560.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,80.0
Area Wise,Order,M-1,USA,12356,2017-04-13,Ft,1,80.0,80.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,80.0
Area Wise,Order,M-1,USA,12377,2017-05-16,Ft,8,80.0,640.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,80.0
Area Wise,Order,M-1,USA,12418,2017-06-23,Ft,4,80.0,320.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,80.0
Area Wise,Order,M-1,USA,12317,2017-03-23,Ft,3,80.0,240.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SLBL(AZURE),REC,80.0
Area Wise,Order,M-1,USA,12440,2017-07-20,Ft,3,80.0,240.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SLBL(AZURE),REC,80.0
Area Wise,Order,M-1,USA,12212,2017-02-16,Ft,11,80.0,880.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
Area Wise,Order,M-1,USA,12288,2017-03-10,Ft,2,80.0,160.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
Area Wise,Order,M-1,USA,12478,2017-08-21,Ft,8,80.0,640.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
Area Wise,Order,M-1,USA,12985,2018-08-06,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
Area Wise,Order,M-1,USA,13147,2018-12-01,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
Area Wise,Order,M-1,USA,13168,2018-12-06,Ft,1,80.0,312.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
Area Wise,Order,M-1,USA,Remake-18-Jan-19,2019-01-18,Ft,1,80.0,0.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
Area Wise,Order,M-1,USA,13538,2019-09-19,Ft,4,80.0,1248.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
Area Wise,Order,M-1,USA,13638,2019-10-22,Ft,4,80.0,1248.0,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,80.0
